scene_index,scene_text,topic,file,title,author,src,license_name,license_url,width,height,blip_caption,best_clip_sim,scene_relevance_score,face_best_distance,face_count,reason
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\011.jpg,Einstein-Roosevelt-letter,Albert Einstein,https://upload.wikimedia.org/wikipedia/commons/b/bf/Einstein-Roosevelt-letter.png,Public domain,,1280,720,a typed document with the words ' ' ' and ' ' ',0.2596591114997864,0.010485276579856873,,0,"no_face_scene_ok(clip=0.260,scene=0.01,cap_ok=False,person_page=True)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\012.jpg,Albert Einstein (1879-1955),YouTube,https://i.ytimg.com/vi/yezGBWD9Nz8/hq720.jpg,SerpAPI/GoogleImages,,1280,720,a man with a fake face and a fake mustache,0.316032350063324,0.06471289694309235,,0,"no_face_scene_ok(clip=0.316,scene=0.06,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\013.jpg,Albert Einstein (1879-1955),Pinterest,https://i.pinimg.com/736x/72/83/9a/72839a4703848ffadd8be2b25515f3eb.jpg,SerpAPI/GoogleImages,,1280,720,a portrait of physicist,0.30619096755981445,0.3677543103694916,,0,"no_face_scene_ok(clip=0.306,scene=0.37,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\014.jpg,Albert Einstein (1879-1955),YouTube,https://i.ytimg.com/vi/2Hx0kF9PlQo/hq720.jpg,SerpAPI/GoogleImages,,1280,720,a man with a mustache and a black background,0.3271598517894745,0.09094750136137009,,0,"no_face_scene_ok(clip=0.327,scene=0.09,cap_ok=False,person_page=False)"
-1,,albert-einstein-archival-image,assets\images\albert-einstein-archival-image\015.jpg,Albert Einstein (1879/1955),in.pinterest.com,https://i.pinimg.com/736x/fe/79/79/fe79791d9d558e6e0bb782163a62bfcf.jpg,SerpAPI/GoogleImages,,1280,720,an old man with a mustache and a green coat,0.32162681221961975,0.0,,0,"no_face_scene_ok(clip=0.322,scene=0.00,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\016.jpg,The flight from miracle,"A.N. Gorban, G.S. Yablonsky",https://upload.wikimedia.org/wikipedia/commons/3/36/The_flight_from_miracle.png,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,1280,720,the four stages of the new law,0.22027449309825897,0.058506812900304794,,0,"no_face_scene_ok(clip=0.220,scene=0.06,cap_ok=False,person_page=False)"
-1,,albert-einstein-archival-image,assets\images\albert-einstein-archival-image\017.jpg,Albert Einstein (1879–1955) - JNS.org,Jewish News Syndicate,https://me.jnsi.org/uploads/2018/03/Einstein_BenGurion-1320x880.png,SerpAPI/GoogleImages,,1280,720,two older people sitting on a bench in a garden,0.31272855401039124,0.0,,0,"no_face_scene_ok(clip=0.313,scene=0.00,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\018.jpg,"Wikidata Days Bologna 2024 - Wikifunctions, Abstract Wikipedia e voi",Sannita (WMF),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Wikidata_Days_Bologna_2024_-_Wikifunctions%2C_Abstract_Wikipedia_e_voi.pdf/page1-2200px-Wikidata_Days_Bologna_2024_-_Wikifunctions%2C_Abstract_Wikipedia_e_voi.pdf.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,1280,720,"wikintoss, abstract wikipediaia evi",0.15954436361789703,0.0750095322728157,,0,"no_face_scene_ok(clip=0.160,scene=0.08,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\019.jpg,"Conceptual image showing cutout hands reaching for a peace dove, symbolizing hope.",Artem Podrez,https://images.pexels.com/photos/7048017/pexels-photo-7048017.jpeg,Pexels,https://www.pexels.com/,1280,720,a person holding a paper bird in their hands,0.2023324817419052,0.14635740220546722,,0,"no_face_scene_ok(clip=0.202,scene=0.15,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\020.jpg,"ESA - Albert Einstein, 1879 - 1955",European Space Agency,https://www.esa.int/var/esa/storage/images/esa_multimedia/images/2002/01/albert_einstein_1879_-_1955/9165007-5-eng-GB/Albert_Einstein_1879_-_1955_pillars.jpg,SerpAPI/GoogleImages,,1280,720,"albert einstein, the inventor of the world ' s most inventions",0.3018468916416168,0.568463017543157,,0,"no_face_scene_ok(clip=0.302,scene=0.57,cap_ok=True,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\021.jpg,"ESA - Albert Einstein, 1879 - 1955",European Space Agency,https://www.esa.int/var/esa/storage/images/esa_multimedia/images/2011/05/albert_einstein_1879_-_1955/9518363-4-eng-GB/Albert_Einstein_1879_-_1955_pillars.jpg,SerpAPI/GoogleImages,,1280,720,a black and white photo of a man with long hair,0.33511966466903687,0.09623724967241287,,0,"no_face_scene_ok(clip=0.335,scene=0.10,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\022.jpg,Albert Einstein,History.com,"https://res.cloudinary.com/aenetworks/image/upload/c_fill,w_1200,h_630,g_auto/dpr_auto/f_auto/q_auto:eco/v1/albert-einstein-gettyimages-544750041",SerpAPI/GoogleImages,,1280,720,albert einstein in his office,0.30580902099609375,0.5257824261983236,,0,"no_face_scene_ok(clip=0.306,scene=0.53,cap_ok=False,person_page=False)"
-1,,albert-einstein-archival-image,assets\images\albert-einstein-archival-image\023.jpg,Albert Einstein,History.com,"https://res.cloudinary.com/aenetworks/image/upload/c_fill,ar_2,w_3840,h_1920,g_auto/dpr_auto/f_auto/q_auto:eco/v1/albert-einstein-gettyimages-544750041",SerpAPI/GoogleImages,,1280,720,"albert einstein, the inventor of the modern age",0.3032081127166748,0.0,,0,"no_face_scene_ok(clip=0.303,scene=0.00,cap_ok=False,person_page=False)"
-1,,albert-einstein-portrait-photograph,assets\images\albert-einstein-portrait-photograph\024.jpg,Picture of Albert Einstein (1879-1955),MeisterDrucke · In stock,https://www.meisterdrucke.us/kunstwerke/1260px/Ferdinand_Schmutzer_-_Picture_of_Albert_Einstein_%281879-1955%29_-_%28MeisterDrucke-1502883%29.jpg,SerpAPI/GoogleImages,,1280,720,a man in a hat and coat posing for a photo,0.32053637504577637,0.0,,0,"no_face_scene_ok(clip=0.321,scene=0.00,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\025.jpg,A captivating night cityscape featuring Albert Dock in Liverpool with an illuminated Ferris wheel.,Neil Martin,https://images.pexels.com/photos/465655/pexels-photo-465655.jpeg,Pexels,https://www.pexels.com/,1280,720,a large body of water,0.18761524558067322,0.018241947516798973,,0,"no_face_scene_ok(clip=0.188,scene=0.02,cap_ok=False,person_page=False)"
-1,,albert-einstein-archival-image,assets\images\albert-einstein-archival-image\026.jpg,Albert Einstein (1879–1955) | World News | clevelandjewishnews.com,Cleveland Jewish News,https://bloximages.chicago2.vip.townnews.com/clevelandjewishnews.com/content/tncms/assets/v3/editorial/a/7a/a7aa3c28-27b0-11e8-9413-576aa948a929/5aa961cf8a6f4.image.jpg,SerpAPI/GoogleImages,,1280,720,a man with a mustache and a suit,0.3218473196029663,0.0,,0,"no_face_scene_ok(clip=0.322,scene=0.00,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\027.jpg,Portrait of Albert Einstein (1879-1955),MeisterDrucke · In stock,https://www.meisterdrucke.us/kunstwerke/1260px/Ferdinand_Schmutzer_-_Picture_of_Albert_Einstein_%281879-1955%29_-_%28MeisterDrucke-1512255%29.jpg,SerpAPI/GoogleImages,,1280,720,a man in a suit and tie sitting at a table,0.32489919662475586,0.022344715893268585,,0,"no_face_scene_ok(clip=0.325,scene=0.02,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\028.jpg,"Albert Einstein (1879-1955), American physicist.",Galerie Roger-Viollet,https://www.galerie-roger-viollet.fr/image-photo/albert-einstein-1879-1955-american-physicist-769707-1440-65175588.jpg,SerpAPI/GoogleImages,,1280,720,a man sitting at a desk with a pen and paper,0.33114656805992126,0.09878548234701157,,0,"no_face_scene_ok(clip=0.331,scene=0.10,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\029.jpg,"
First Day Cover commemorating Albert Einstein","Hamori, George",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/First_Day_Cover_commemorating_Albert_Einstein_-_DPLA_-_fa084a39a331c5bdd692cf67518d1bb8.jpg/2200px-First_Day_Cover_commemorating_Albert_Einstein_-_DPLA_-_fa084a39a331c5bdd692cf67518d1bb8.jpg,Public domain,,1280,720,an envelope with a stamp on it,0.24958902597427368,0.08167225867509842,,0,"no_face_scene_ok(clip=0.250,scene=0.08,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\030.jpg,Albert Einstein - Wikipedia,"Wikipedia, the free encyclopedia",https://upload.wikimedia.org/wikipedia/commons/2/28/Albert_Einstein_Head_cleaned.jpg,SerpAPI/GoogleImages,,1280,720,"albert einstein, by unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown",0.3379800319671631,0.5414402385552725,,0,"no_face_scene_ok(clip=0.338,scene=0.54,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\031.jpg,"Albert Einstein (1879-1955), German physicist and",Galerie Roger-Viollet,https://www.galerie-roger-viollet.fr/image-photo/albert-einstein-1879-1955-german-physicist-and-642004-1440-1961405804.jpg,SerpAPI/GoogleImages,,1280,720,a group of men sitting at a table,0.2813479006290436,0.020687587559223175,,0,"no_face_scene_ok(clip=0.281,scene=0.02,cap_ok=False,person_page=False)"
-1,,albert-einstein-archival-image,assets\images\albert-einstein-archival-image\032.jpg,Portrait of Albert Einstein (1879 - 1955) - The Online Portrait Gallery,The Online Portrait Gallery,https://onlineportraitgallery.b-cdn.net/wp-content/uploads/2023/02/SKMBT_C20323012618561-scaled.jpg,SerpAPI/GoogleImages,,1280,720,a drawing of a man in a graduation gown,0.2761586904525757,0.0,,0,"no_face_scene_ok(clip=0.276,scene=0.00,cap_ok=False,person_page=False)"
-1,,albert-einstein-1879,assets\images\albert-einstein-1879\033.jpg,Albert Einstein (1879–1955) | Art UK,Art UK,https://d3d00swyhr67nd.cloudfront.net/w944h944/collection/CDNII/BUG/CDNII_BUG_1988_46-001.jpg,SerpAPI/GoogleImages,,1280,720,a drawing of a man with curly hair,0.32296839356422424,0.0,,0,"no_face_scene_ok(clip=0.323,scene=0.00,cap_ok=False,person_page=False)"
-1,,albert-einstein-portrait-photograph,assets\images\albert-einstein-portrait-photograph\034.jpg,Albert Einstein (1879–1955) | Art UK,Art UK,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/NID/QUB/NID_QUB_QUB_188-001.jpg,SerpAPI/GoogleImages,,1280,720,a painting of an older man with white hair and a white beard,0.34869128465652466,0.0,,0,"no_face_scene_ok(clip=0.349,scene=0.00,cap_ok=False,person_page=False)"
-1,,albert-einstein-his-own-way,assets\images\albert-einstein-his-own-way\035.jpg,Albert Einstein (1879–1955) | Art UK,Art UK,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LW/SCMU/LW_SCMU_1952_292-006.jpg,SerpAPI/GoogleImages,,1280,720,a sculpture of a man with a beard and a beard,0.27247321605682373,0.0,,0,"no_face_scene_ok(clip=0.272,scene=0.00,cap_ok=False,person_page=False)"
-1,,albert-einstein-his-own-way,assets\images\albert-einstein-his-own-way\036.jpg,Albert Einstein (1879–1955) | Art UK,Art UK,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/WYL/LU/WYL_LU_LEEUA_2009_029-003.jpg,SerpAPI/GoogleImages,,1280,720,a bronze bust of a man with a beard and a beard,0.2600712180137634,0.0,,0,"no_face_scene_ok(clip=0.260,scene=0.00,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\037.jpg,Vivid street art mural of Einstein on New York City building exterior at dusk.,Douglas Schneiders,https://images.pexels.com/photos/30950148/pexels-photo-30950148.jpeg,Pexels,https://www.pexels.com/,1280,720,a mural of a man with a heart on a building,0.24850907921791077,0.1883031725883484,,0,"no_face_scene_ok(clip=0.249,scene=0.19,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\038.jpg,"Image of Picture of Albert Einstein (1879-1955), 1921 (photo) by Schmutzer,  Ferdinand (1870-1928)",Bridgeman Images,https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.XXX.82904980.7055475/8937749.jpg,SerpAPI/GoogleImages,,1280,720,a man sitting in a chair with a laptop,0.3084474802017212,0.037658561021089554,,0,"no_face_scene_ok(clip=0.308,scene=0.04,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\039.jpg,"
Albert Einstein, sa femme Elsa et le vicomte Richard Burdon Haldane au King's College à Londres en Angleterre : photographie de presse / Agence Rol",Agence Rol,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Albert_Einstein%2C_sa_femme_Elsa_et_le_vicomte_Richard_Burdon_Haldane_au_King%27s_College_%C3%A0_Londres_en_Angleterre_-_btv1b53067852g.jpg/2200px-Albert_Einstein%2C_sa_femme_Elsa_et_le_vicomte_Richard_Burdon_Haldane_au_King%27s_College_%C3%A0_Londres_en_Angleterre_-_btv1b53067852g.jpg,Public domain,,1280,720,a black and white photo of three men,0.31073930859565735,0.11237647384405136,,0,"no_face_scene_ok(clip=0.311,scene=0.11,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\040.jpg,Scientist Albert Einstein,YouTube,https://i.ytimg.com/vi/_-h3tB5LXZE/maxresdefault.jpg,SerpAPI/GoogleImages,,1280,720,albert einstein quote,0.32619708776474,0.5578742424647013,,0,"no_face_scene_ok(clip=0.326,scene=0.56,cap_ok=True,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\041.jpg,"March 14, 1879: Albert Einstein Is Born | The Nation",The Nation,https://www.thenation.com/wp-content/uploads/2015/05/einstein_img.jpg,SerpAPI/GoogleImages,,1280,720,a man in a suit and tie sitting in front of a chalk board,0.31324249505996704,0.1422082632780075,,0,"no_face_scene_ok(clip=0.313,scene=0.14,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\042.jpg,Einstein's landing card (5706142737),ukhomeoffice,https://upload.wikimedia.org/wikipedia/commons/7/78/Einstein%27s_landing_card_%285706142737%29.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,1280,720,a receipt from the netherlands with signatures,0.26010632514953613,0.04646134376525879,,0,"no_face_scene_ok(clip=0.260,scene=0.05,cap_ok=False,person_page=True)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\043.jpg,"albert einstein, einstein, black white, portrait, scientist, genius, science, albert einstein, albert einstein, albert einstein, albert einstein, albert einstein, einstein",Fractals99,https://pixabay.com/get/g2184cf3d298bd9c46598a830cc310209acc965f5ecf55e365061f057d129c86f74105b331fbe0781864676ec71b9aa23f851646921ecde51d70385ef15c89d39_1280.jpg,Pixabay,https://pixabay.com/,1280,720,"albert einstein, the genius of the universe",0.3055393099784851,0.5376549164454142,,0,"no_face_scene_ok(clip=0.306,scene=0.54,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\044.jpg,Presentazione Wikifunctions & Abstract Wikipedia itWikiCon 2025,Sannita (WMF),https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Presentazione_Wikifunctions_%26_Abstract_Wikipedia_itWikiCon_2025.pdf/page1-2200px-Presentazione_Wikifunctions_%26_Abstract_Wikipedia_itWikiCon_2025.pdf.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,1280,720,"the words viklons, astravipia evi",0.18054276704788208,0.15682804584503174,,0,"no_face_scene_ok(clip=0.181,scene=0.16,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\045.jpg,Albert Einstein 1879 - 1955 | Transformation From 3 to 76 Years Old,YouTube,https://i.ytimg.com/vi/2LDPVD5q59o/hq720.jpg,SerpAPI/GoogleImages,,1280,720,albert einstein and the quote that says it all,0.3268265128135681,0.5442057847976685,,0,"no_face_scene_ok(clip=0.327,scene=0.54,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\046.jpg,"Albert Einstein (1879-1955), German physicist naturalized",Galerie Roger-Viollet,https://www.galerie-roger-viollet.fr/image-photo/albert-einstein-1879-1955-german-physicist-698420-1440-1115216326.jpg,SerpAPI/GoogleImages,,1280,720,a black and white photo of a man with a mustache,0.3540061116218567,0.09053374081850052,,0,"no_face_scene_ok(clip=0.354,scene=0.09,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\047.jpg,"Albert Einstein (1879-1955), German physicist naturalized",Galerie Roger-Viollet,https://www.galerie-roger-viollet.fr/image-photo/albert-einstein-1879-1955-german-physicist-447492-1440-2753998666.jpg,SerpAPI/GoogleImages,,1280,720,a black and white photo of a man with a mustache,0.360941618680954,0.09053374081850052,,0,"no_face_scene_ok(clip=0.361,scene=0.09,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\048.jpg,"albert einstein, einstein, genius, scientist, science, physicist, mathematician, physics, portrait, albert einstein, albert einstein, albert einstein, albert einstein, albert einstein, einstein",Fractals99,https://pixabay.com/get/g1c5f3a3736ddc3404ddf90776e058ed919039ebcf9b153f2ce8144ce50c37a217a03c5093ec5a62afdbb03018c0ff99250070a76ef580a8103b5b4ac76650a11_1280.jpg,Pixabay,https://pixabay.com/,1280,720,a man with a beard and a mustache,0.3106118440628052,0.017803143709897995,,0,"no_face_scene_ok(clip=0.311,scene=0.02,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\049.jpg,Some unknown information about Albert Einstein (1879-1955) — Steemit,Steemit,https://steemitimages.com/DQmUkXcRVTdKb97553E3Pwmr7zJzQ4qwc55RqcFR3PUZmR7/e1.jpg,SerpAPI/GoogleImages,,1280,720,"albert einstein, the genius of the universe",0.31205832958221436,0.5376549164454142,,0,"no_face_scene_ok(clip=0.312,scene=0.54,cap_ok=False,person_page=False)"
0,"Imagine a young child sitting alone in a busy classroom, ignored by his classmates and misunderstood",scene_000_einstein,assets\images\scene_000_einstein\050.jpg,"Historical ON THIS DATE: March 14, 1879 - Birth of Albert Einstein -  Context: Milestone in Physics and",NightCafe,https://images.nightcafe.studio/ik-seo/jobs/NKZFrxLGMw7A9HadMQ0u/NKZFrxLGMw7A9HadMQ0u--1--9wzsw/historical-on-this-date-march-14-1879-birth-of-albert-einstein-context-milestone-in-physics-and-math.jpg,SerpAPI/GoogleImages,,1280,720,an old photo of a man with a mustache,0.3204125165939331,0.07867632806301117,,0,"no_face_scene_ok(clip=0.320,scene=0.08,cap_ok=False,person_page=False)"
-1,,albert-einstein-archival-image,assets\images\albert-einstein-archival-image\051.jpg,"albert einstein and niels bohr, casual, discussion, 20th century personalities, niels henrik david bohr, niels bohr danish physicist, einstein theoretical physicist, genius, celebrity, personality, person, people, famous man, famous men, big man, einstein 1879-1955, 76 years old, niels bohr 1885-1962, 77 years old, black and white photo, genius, genius, genius, genius, genius",janeb13,https://pixabay.com/get/g041ce89d9c2279290a85a70aeb9602b0fe75b17c90030a3c86c560b328ac0283266f563eead66c25a4b9275d2f6e4fc0fbb5b5c156614c9fdb77728924ee0e90_1280.jpg,Pixabay,https://pixabay.com/,1280,720,two men sitting in a chair with one holding a cigarette,0.25530898571014404,0.0,,0,"no_face_scene_ok(clip=0.255,scene=0.00,cap_ok=False,person_page=False)"
